"","Spell","Rune"
"2304","Revenge","Blood Law"
"2305","Overpower","Storm of Steel"
"2306","Earthquake","Ruthless"
"2307","Weapons Master","Passive"
"2308",NA,"Passive"
"2309",NA,"Passive"
"2310",NA,"Passive"
"2311","Earthquake","Chilling Earth"
"2312","Leap","Call of Arreat"
"2313","Furious Charge","Merciless Assault"
"2314","Ignore Pain","Iron Hide"
"2315","Wrath of the Berserker","Insanity"
"2316","Call of the Ancients","The Council Rises"
"2317","Nerves of Steel","Passive"
"2318","Boon of Bul-Kathos","Passive"
"2319","Weapons Master","Passive"
"2320","Rampage","Passive"
"2321","Frenzy","Smite"
"2322","Whirlwind","Wind Shear"
"2323","Call of the Ancients","Together as One"
"2324","Overpower","Killing Spree"
"2325","War Cry","Impunity"
"2326","Battle Rage","Swords to Ploughshares"
"2327","Rampage","Passive"
"2328","Ruthless","Passive"
"2329","Berserker Rage","Passive"
"2330","Superstition","Passive"
"2331","Frenzy","Maniac"
"2332","Furious Charge","Battering Ram"
"2333","War Cry","Impunity"
"2334","Battle Rage","Into the Fray"
"2335","Ignore Pain","Contempt for Weakness"
"2336","Call of the Ancients","Together as One"
"2337","Ruthless","Passive"
"2338","Berserker Rage","Passive"
"2339","Superstition","Passive"
"2340","Nerves of Steel","Passive"
"2341","Cleave","Hammer of the Ancients"
"2342","Rolling Thunder","Leap"
"2343","Overpower",NA
"2344",NA,NA
"2345",NA,NA
"2346",NA,NA
"2347",NA,"Passive"
"2348",NA,"Passive"
"2349",NA,"Passive"
"2350",NA,"Passive"
"2351","Ground Stomp","Wrenching Smash"
"2352","Ignore Pain","Mob Rule"
"2353","Furious Charge","Merciless Assault"
"2354","Sprint","Forced March"
"2355","War Cry","Impunity"
"2356","Threatening Shout","Demoralize"
"2357","Superstition","Passive"
"2358","Nerves of Steel","Passive"
"2359","Inspiring Presence","Passive"
"2360","Tough as Nails","Passive"
"2361","Frenzy","Maniac"
"2362","Furious Charge","Battering Ram"
"2363","Battle Rage","Bloodshed"
"2364","War Cry","Impunity"
"2365","Call of the Ancients","Together as One"
"2366","Wrath of the Berserker","Insanity"
"2367","Nerves of Steel","Passive"
"2368","Brawler","Passive"
"2369","Superstition","Passive"
"2370","Berserker Rage","Passive"
"2371","Whirlwind","Dust Devils"
"2372","Call of the Ancients","Together as One"
"2373","War Cry","Impunity"
"2374","Leap","Death from Above"
"2375","Earthquake","Cave-In"
"2376","Wrath of the Berserker","Insanity"
"2377","Superstition","Passive"
"2378","Tough as Nails","Passive"
"2379","Ruthless","Passive"
"2380","Boon of Bul-Kathos","Passive"
"2381","Frenzy","Maniac"
"2382","Whirlwind","Volcanic Eruption"
"2383","Battle Rage","Marauder's Rage"
"2384","Wrath of the Berserker","Striding Giant"
"2385","War Cry","Impunity"
"2386","Call of the Ancients","The Council Rises"
"2387","Nerves of Steel","Passive"
"2388","Weapons Master","Passive"
"2389","Superstition","Passive"
"2390","Rampage","Passive"
"2391","Call of the Ancients","Together as One"
"2392","Furious Charge","Merciless Assault"
"2393","War Cry","Impunity"
"2394","Sprint","Run Like the Wind"
"2395","Battle Rage","Bloodshed"
"2396","Wrath of the Berserker","Insanity"
"2397","Rampage","Passive"
"2398","Superstition","Passive"
"2399","Inspiring Presence","Passive"
"2400","Boon of Bul-Kathos","Passive"
"2401","Cleave","Gathering Storm"
"2402","Earthquake","Chilling Earth"
"2403","Leap","Toppling Impact"
"2404","Battle Rage","Marauder's Rage"
"2405","War Cry","Impunity"
"2406","Call of the Ancients","Together as One"
"2407","Tough as Nails","Passive"
"2408","Nerves of Steel","Passive"
"2409","Superstition","Passive"
"2410","Rampage","Passive"
"2411",NA,NA
"2412",NA,NA
"2413",NA,NA
"2414",NA,NA
"2415",NA,NA
"2416",NA,NA
"2417",NA,NA
"2418",NA,NA
"2419",NA,NA
"2420",NA,NA
"2421","Ground Stomp","Wrenching Smash"
"2422","Whirlwind","Blood Funnel"
"2423","War Cry","Impunity"
"2424","Ignore Pain","Mob Rule"
"2425","Leap","Call of Arreat"
"2426","Earthquake","Chilling Earth"
"2427","Superstition","Passive"
"2428","Nerves of Steel","Passive"
"2429","Tough as Nails","Passive"
"2430","Relentless","Passive"
"2431","Whirlwind","Blood Funnel"
"2432","Ground Stomp","Wrenching Smash"
"2433","Earthquake","Chilling Earth"
"2434","Leap","Call of Arreat"
"2435","Ignore Pain","Contempt for Weakness"
"2436","War Cry","Impunity"
"2437","Nerves of Steel","Passive"
"2438","Tough as Nails","Passive"
"2439","Relentless","Passive"
"2440","Superstition","Passive"
"2441","Call of the Ancients","Together as One"
"2442","Whirlwind","Wind Shear"
"2443","Battle Rage","Marauder's Rage"
"2444","War Cry","Impunity"
"2445","Overpower","Killing Spree"
"2446","Wrath of the Berserker","Insanity"
"2447","Weapons Master","Passive"
"2448","Tough as Nails","Passive"
"2449","Nerves of Steel","Passive"
"2450","Superstition","Passive"
"2451","Call of the Ancients","Together as One"
"2452","Whirlwind","Wind Shear"
"2453","Sprint","Forced March"
"2454","Threatening Shout","Grim Harvest"
"2455","War Cry","Impunity"
"2456","Battle Rage","Bloodshed"
"2457","Weapons Master","Passive"
"2458","Inspiring Presence","Passive"
"2459","Unforgiving","Passive"
"2460","Rampage","Passive"
"2461","Whirlwind","Volcanic Eruption"
"2462","Call of the Ancients","The Council Rises"
"2463","War Cry","Impunity"
"2464","Battle Rage","Marauder's Rage"
"2465","Furious Charge","Battering Ram"
"2466","Wrath of the Berserker","Insanity"
"2467","Weapons Master","Passive"
"2468","Unforgiving","Passive"
"2469","Superstition","Passive"
"2470","Bloodthirst","Passive"
"2471","Call of the Ancients","Together as One"
"2472","Whirlwind","Wind Shear"
"2473","Sprint","Run Like the Wind"
"2474","Furious Charge","Dreadnought"
"2475","Battle Rage","Swords to Ploughshares"
"2476","War Cry","Invigorate"
"2477","Relentless","Passive"
"2478","Superstition","Passive"
"2479","Inspiring Presence","Passive"
"2480","Nerves of Steel","Passive"
"2481","Bash","Hammer of the Ancients"
"2482","Ground Stomp","Overpower"
"2483","Threatening Shout","Earthquake"
"2484",NA,NA
"2485",NA,NA
"2486",NA,NA
"2487",NA,"Passive"
"2488",NA,"Passive"
"2489",NA,"Passive"
"2490",NA,"Passive"
"2491","Frenzy","Smite"
"2492","Overpower","Killing Spree"
"2493","Earthquake","The Mountain's Call"
"2494","Battle Rage","Marauder's Rage"
"2495","Call of the Ancients","Together as One"
"2496","Wrath of the Berserker","Insanity"
"2497","Ruthless","Passive"
"2498","Weapons Master","Passive"
"2499","Berserker Rage","Passive"
"2500","Unforgiving","Passive"
"2501","Bash",NA
"2502",NA,NA
"2503",NA,NA
"2504",NA,NA
"2505",NA,NA
"2506",NA,NA
"2507",NA,"Passive"
"2508",NA,"Passive"
"2509",NA,"Passive"
"2510",NA,"Passive"
"2511","Call of the Ancients","The Council Rises"
"2512","Furious Charge","Stamina"
"2513","Battle Rage","Bloodshed"
"2514","Ignore Pain","Iron Hide"
"2515","War Cry","Impunity"
"2516","Wrath of the Berserker","Insanity"
"2517","Berserker Rage","Passive"
"2518","Brawler","Passive"
"2519","Relentless","Passive"
"2520","Rampage","Passive"
"2521","Cleave","Gathering Storm"
"2522","Wrath of the Berserker","Striding Giant"
"2523","Leap","Iron Impact"
"2524","War Cry","Impunity"
"2525","Battle Rage","Marauder's Rage"
"2526","Earthquake","Chilling Earth"
"2527","Nerves of Steel","Passive"
"2528","Inspiring Presence","Passive"
"2529","Superstition","Passive"
"2530","Berserker Rage","Passive"
"2531","Bash",NA
"2532",NA,NA
"2533",NA,NA
"2534",NA,NA
"2535",NA,NA
"2536",NA,NA
"2537",NA,"Passive"
"2538",NA,"Passive"
"2539",NA,"Passive"
"2540",NA,"Passive"
"2541","Call of the Ancients","Together as One"
"2542","Battle Rage","Bloodshed"
"2543","Sprint","Marathon"
"2544","Furious Charge","Cold Rush"
"2545","War Cry","Impunity"
"2546","Wrath of the Berserker","Insanity"
"2547","Ruthless","Passive"
"2548","Nerves of Steel","Passive"
"2549","Rampage","Passive"
"2550","Boon of Bul-Kathos","Passive"
"2551","Call of the Ancients","Together as One"
"2552","Furious Charge","Battering Ram"
"2553","Battle Rage","Bloodshed"
"2554","Sprint","Forced March"
"2555","War Cry","Impunity"
"2556","Wrath of the Berserker","Insanity"
"2557","Ruthless","Passive"
"2558","Rampage","Passive"
"2559","Superstition","Passive"
"2560","Berserker Rage","Passive"
"2561","Whirlwind","Wind Shear"
"2562","Call of the Ancients","Together as One"
"2563","Furious Charge","Dreadnought"
"2564","Ignore Pain","Bravado"
"2565","Battle Rage","Bloodshed"
"2566","War Cry","Impunity"
"2567","Tough as Nails","Passive"
"2568","Nerves of Steel","Passive"
"2569","Superstition","Passive"
"2570","Rampage","Passive"
"2571","Furious Charge","Battering Ram"
"2572","Ignore Pain","Ignorance is Bliss"
"2573","War Cry","Invigorate"
"2574","Sprint","Forced March"
"2575","Battle Rage","Bloodshed"
"2576","Call of the Ancients","Together as One"
"2577","Inspiring Presence","Passive"
"2578","Berserker Rage","Passive"
"2579","Rampage","Passive"
"2580","Relentless","Passive"
"2581","Call of the Ancients","The Council Rises"
"2582","Whirlwind","Volcanic Eruption"
"2583","Furious Charge","Battering Ram"
"2584","Battle Rage","Bloodshed"
"2585","War Cry","Impunity"
"2586","Wrath of the Berserker","Insanity"
"2587","Superstition","Passive"
"2588","Nerves of Steel","Passive"
"2589","Berserker Rage","Passive"
"2590","Rampage","Passive"
"2591","Frenzy","Maniac"
"2592","Call of the Ancients","The Council Rises"
"2593","Ignore Pain","Ignorance is Bliss"
"2594","Furious Charge","Battering Ram"
"2595","Battle Rage","Bloodshed"
"2596","Wrath of the Berserker","Insanity"
"2597","Superstition","Passive"
"2598","Bloodthirst","Passive"
"2599","Berserker Rage","Passive"
"2600","Boon of Bul-Kathos","Passive"
"2601","Call of the Ancients","The Council Rises"
"2602","Wrath of the Berserker","Insanity"
"2603","Furious Charge","Stamina"
"2604","Whirlwind","Blood Funnel"
"2605","Battle Rage","Bloodshed"
"2606","War Cry","Impunity"
"2607","Ruthless","Passive"
"2608","Rampage","Passive"
"2609","Superstition","Passive"
"2610","Berserker Rage","Passive"
"2611","Frenzy","Smite"
"2612","Call of the Ancients","Together as One"
"2613","War Cry","Impunity"
"2614","Battle Rage","Bloodshed"
"2615","Furious Charge","Dreadnought"
"2616","Wrath of the Berserker","Insanity"
"2617","Berserker Rage","Passive"
"2618","Superstition","Passive"
"2619","Boon of Bul-Kathos","Passive"
"2620","Rampage","Passive"
"2621","Frenzy","Maniac"
"2622","War Cry","Impunity"
"2623","Furious Charge","Merciless Assault"
"2624","Call of the Ancients","The Council Rises"
"2625","Battle Rage","Bloodshed"
"2626","Wrath of the Berserker","Insanity"
"2627","Berserker Rage","Passive"
"2628","Weapons Master","Passive"
"2629","Superstition","Passive"
"2630","Rampage","Passive"
"2631","Furious Charge","Merciless Assault"
"2632","Battle Rage","Bloodshed"
"2633","Call of the Ancients","Together as One"
"2634","Ignore Pain","Ignorance is Bliss"
"2635","War Cry","Impunity"
"2636","Wrath of the Berserker","Insanity"
"2637","Ruthless","Passive"
"2638","Superstition","Passive"
"2639","Rampage","Passive"
"2640","Boon of Bul-Kathos","Passive"
"2641","Call of the Ancients","Together as One"
"2642","Whirlwind","Volcanic Eruption"
"2643","Wrath of the Berserker","Striding Giant"
"2644","Furious Charge","Battering Ram"
"2645","War Cry","Impunity"
"2646","Battle Rage","Ferocity"
"2647","Superstition","Passive"
"2648","Unforgiving","Passive"
"2649","Berserker Rage","Passive"
"2650","Brawler","Passive"
"2651","Call of the Ancients","The Council Rises"
"2652","Furious Charge","Battering Ram"
"2653","Battle Rage","Bloodshed"
"2654","War Cry","Impunity"
"2655","Ignore Pain","Ignorance is Bliss"
"2656","Wrath of the Berserker","Arreat's Wail"
"2657","Bloodthirst","Passive"
"2658","Brawler","Passive"
"2659","Berserker Rage","Passive"
"2660","Rampage","Passive"
"2661","Frenzy","Maniac"
"2662","Wrath of the Berserker","Insanity"
"2663","Furious Charge","Battering Ram"
"2664","Battle Rage","Marauder's Rage"
"2665","War Cry","Impunity"
"2666","Call of the Ancients","The Council Rises"
"2667","Brawler","Passive"
"2668","Berserker Rage","Passive"
"2669","Unforgiving","Passive"
"2670","Rampage","Passive"
"2671","Frenzy","Maniac"
"2672","Furious Charge","Merciless Assault"
"2673","Ignore Pain","Contempt for Weakness"
"2674","Wrath of the Berserker","Striding Giant"
"2675","War Cry","Impunity"
"2676","Call of the Ancients","The Council Rises"
"2677","Tough as Nails","Passive"
"2678","Superstition","Passive"
"2679","Nerves of Steel","Passive"
"2680","Boon of Bul-Kathos","Passive"
"2681","Frenzy","Vanguard"
"2682","Whirlwind","Blood Funnel"
"2683","Furious Charge","Merciless Assault"
"2684","Battle Rage","Into the Fray"
"2685","War Cry","Impunity"
"2686","Call of the Ancients","Together as One"
"2687","Nerves of Steel","Passive"
"2688","Weapons Master","Passive"
"2689","Inspiring Presence","Passive"
"2690","Superstition","Passive"
"2691","Frenzy","Maniac"
"2692","Furious Charge","Battering Ram"
"2693","Call of the Ancients","The Council Rises"
"2694","War Cry","Impunity"
"2695","Battle Rage","Bloodshed"
"2696","Wrath of the Berserker","Arreat's Wail"
"2697","Rampage","Passive"
"2698","Superstition","Passive"
"2699","Brawler","Passive"
"2700","Berserker Rage","Passive"
"2701","Furious Charge","Stamina"
"2702","Ignore Pain","Contempt for Weakness"
"2703","War Cry","Impunity"
"2704","Battle Rage","Bloodshed"
"2705","Call of the Ancients","Together as One"
"2706","Wrath of the Berserker","Striding Giant"
"2707","Ruthless","Passive"
"2708","Rampage","Passive"
"2709","Brawler","Passive"
"2710","Berserker Rage","Passive"
"2711","Frenzy","Vanguard"
"2712","Furious Charge","Stamina"
"2713","Call of the Ancients","Ancients' Blessing"
"2714","Ignore Pain","Iron Hide"
"2715","War Cry","Impunity"
"2716","Wrath of the Berserker","Insanity"
"2717","Boon of Bul-Kathos","Passive"
"2718","Ruthless","Passive"
"2719","Nerves of Steel","Passive"
"2720","Tough as Nails","Passive"
"2721","Seismic Slam","Permafrost"
"2722","Leap","Call of Arreat"
"2723","Earthquake","Chilling Earth"
"2724","Battle Rage","Bloodshed"
"2725","War Cry","Impunity"
"2726","Call of the Ancients","Duty to the Clan"
"2727","Juggernaut","Passive"
"2728","Superstition","Passive"
"2729","Earthen Might","Passive"
"2730","Weapons Master","Passive"
"2731","Call of the Ancients","Together as One"
"2732","Whirlwind","Blood Funnel"
"2733","Furious Charge","Merciless Assault"
"2734","Battle Rage","Bloodshed"
"2735","Ignore Pain","Iron Hide"
"2736","Wrath of the Berserker","Insanity"
"2737","Bloodthirst","Passive"
"2738","Superstition","Passive"
"2739","Tough as Nails","Passive"
"2740","Relentless","Passive"
"2741","Frenzy","Maniac"
"2742","Furious Charge","Battering Ram"
"2743","Wrath of the Berserker","Insanity"
"2744","Call of the Ancients","Together as One"
"2745","War Cry","Impunity"
"2746","Battle Rage","Bloodshed"
"2747","Superstition","Passive"
"2748","Boon of Bul-Kathos","Passive"
"2749","Ruthless","Passive"
"2750","Berserker Rage","Passive"
"2751","Frenzy","Maniac"
"2752","Call of the Ancients","The Council Rises"
"2753","Ignore Pain","Bravado"
"2754","War Cry","Impunity"
"2755","Furious Charge","Battering Ram"
"2756","Wrath of the Berserker","Insanity"
"2757","Ruthless","Passive"
"2758","Weapons Master","Passive"
"2759","Brawler","Passive"
"2760","Tough as Nails","Passive"
"2761","Rend","Lacerate"
"2762","Whirlwind","Wind Shear"
"2763","Furious Charge","Stamina"
"2764","Sprint","Run Like the Wind"
"2765","War Cry","Charge!"
"2766","Wrath of the Berserker","Thrive on Chaos"
"2767","Animosity","Passive"
"2768","Superstition","Passive"
"2769","Unforgiving","Passive"
"2770","Nerves of Steel","Passive"
"2771",NA,NA
"2772",NA,NA
"2773",NA,NA
"2774",NA,NA
"2775",NA,NA
"2776",NA,NA
"2777",NA,NA
"2778",NA,NA
"2779",NA,NA
"2780",NA,NA
"2781","Call of the Ancients","Together as One"
"2782","War Cry","Impunity"
"2783","Battle Rage","Marauder's Rage"
"2784","Sprint","Marathon"
"2785","Furious Charge","Battering Ram"
"2786","Wrath of the Berserker","Insanity"
"2787","Ruthless","Passive"
"2788","Berserker Rage","Passive"
"2789","Rampage","Passive"
"2790","Boon of Bul-Kathos","Passive"
"2791","Seismic Slam","Shattered Ground"
"2792","Call of the Ancients","Ancients' Fury"
"2793","Ignore Pain","Iron Hide"
"2794","Battle Rage","Bloodshed"
"2795","War Cry","Impunity"
"2796","Wrath of the Berserker","Insanity"
"2797","Juggernaut","Passive"
"2798","Bloodthirst","Passive"
"2799","Superstition","Passive"
"2800","Relentless","Passive"
"2801","Whirlwind","Wind Shear"
"2802","Call of the Ancients","The Council Rises"
"2803","Battle Rage","Marauder's Rage"
"2804","War Cry","Impunity"
"2805","Wrath of the Berserker","Insanity"
"2806","Leap","Iron Impact"
"2807","Ruthless","Passive"
"2808","Berserker Rage","Passive"
"2809","Rampage","Passive"
"2810","Weapons Master","Passive"
"2811","Frenzy","Maniac"
"2812","Furious Charge","Battering Ram"
"2813","Battle Rage","Bloodshed"
"2814","War Cry","Impunity"
"2815","Call of the Ancients","Together as One"
"2816","Wrath of the Berserker","Insanity"
"2817","Berserker Rage","Passive"
"2818","Ruthless","Passive"
"2819","Rampage","Passive"
"2820","Tough as Nails","Passive"
"2821","Frenzy","Maniac"
"2822","Furious Charge","Battering Ram"
"2823","Wrath of the Berserker","Insanity"
"2824","Battle Rage","Marauder's Rage"
"2825","War Cry","Impunity"
"2826","Call of the Ancients","Together as One"
"2827","Superstition","Passive"
"2828","Relentless","Passive"
"2829","Inspiring Presence","Passive"
"2830","Berserker Rage","Passive"
"2831","Ground Stomp","Wrenching Smash"
"2832","Furious Charge","Battering Ram"
"2833","Wrath of the Berserker","Insanity"
"2834","Battle Rage","Bloodshed"
"2835","War Cry","Impunity"
"2836","Call of the Ancients","Together as One"
"2837","Rampage","Passive"
"2838","Berserker Rage","Passive"
"2839","Superstition","Passive"
"2840","Ruthless","Passive"
"2841","Weapon Throw","Mighty Throw"
"2842","Whirlwind","Wind Shear"
"2843","Furious Charge","Battering Ram"
"2844","Call of the Ancients","The Council Rises"
"2845","War Cry","Impunity"
"2846","Battle Rage","Marauder's Rage"
"2847","Weapons Master","Passive"
"2848","Nerves of Steel","Passive"
"2849","Superstition","Passive"
"2850","Rampage","Passive"
"2851","Frenzy","Maniac"
"2852","Whirlwind","Wind Shear"
"2853","Furious Charge","Stamina"
"2854","Battle Rage","Bloodshed"
"2855","Call of the Ancients","Together as One"
"2856","Wrath of the Berserker","Insanity"
"2857","Superstition","Passive"
"2858","Nerves of Steel","Passive"
"2859","Tough as Nails","Passive"
"2860","Berserker Rage","Passive"
"2861","Whirlwind","Hurricane"
"2862","Leap","Iron Impact"
"2863","Earthquake","Chilling Earth"
"2864","Ignore Pain","Iron Hide"
"2865","Wrath of the Berserker","Insanity"
"2866","Call of the Ancients","Together as One"
"2867","Brawler","Passive"
"2868","Ruthless","Passive"
"2869","Rampage","Passive"
"2870","Superstition","Passive"
"2871","Whirlwind","Dust Devils"
"2872","Wrath of the Berserker","Insanity"
"2873","Sprint","Run Like the Wind"
"2874","Battle Rage","Marauder's Rage"
"2875","War Cry","Impunity"
"2876","Call of the Ancients","Ancients' Fury"
"2877","Rampage","Passive"
"2878","Superstition","Passive"
"2879","Weapons Master","Passive"
"2880","Unforgiving","Passive"
"2881","Call of the Ancients","Together as One"
"2882","Furious Charge","Merciless Assault"
"2883","War Cry","Impunity"
"2884","Battle Rage","Bloodshed"
"2885","Ignore Pain","Contempt for Weakness"
"2886","Wrath of the Berserker","Insanity"
"2887","Berserker Rage","Passive"
"2888","Ruthless","Passive"
"2889","Nerves of Steel","Passive"
"2890","Rampage","Passive"
"2891","Weapon Throw","Ricochet"
"2892","Furious Charge","Battering Ram"
"2893","Call of the Ancients","Together as One"
"2894","Wrath of the Berserker","Insanity"
"2895","Battle Rage","Bloodshed"
"2896","Ignore Pain","Iron Hide"
"2897","Superstition","Passive"
"2898","Boon of Bul-Kathos","Passive"
"2899","Berserker Rage","Passive"
"2900","Tough as Nails","Passive"
"2901","Frenzy","Maniac"
"2902","Call of the Ancients","Together as One"
"2903","Earthquake","Molten Fury"
"2904","Battle Rage","Bloodshed"
"2905","War Cry","Impunity"
"2906","Leap","Death from Above"
"2907","Inspiring Presence","Passive"
"2908","Superstition","Passive"
"2909","Nerves of Steel","Passive"
"2910","Rampage","Passive"
"2911","Furious Charge","Merciless Assault"
"2912","Whirlwind","Volcanic Eruption"
"2913","Battle Rage","Bloodshed"
"2914","Wrath of the Berserker","Insanity"
"2915","War Cry","Impunity"
"2916","Call of the Ancients","The Council Rises"
"2917","Superstition","Passive"
"2918","Relentless","Passive"
"2919","Nerves of Steel","Passive"
"2920","Rampage","Passive"
"2921","Furious Charge","Battering Ram"
"2922","Frenzy","Maniac"
"2923","Wrath of the Berserker","Insanity"
"2924","War Cry","Impunity"
"2925","Call of the Ancients","The Council Rises"
"2926","Ignore Pain","Iron Hide"
"2927","Ruthless","Passive"
"2928","Tough as Nails","Passive"
"2929","Relentless","Passive"
"2930","Boon of Bul-Kathos","Passive"
"2931","Frenzy","Maniac"
"2932","Furious Charge","Merciless Assault"
"2933","Threatening Shout","Falter"
"2934","Battle Rage","Bloodshed"
"2935","War Cry","Impunity"
"2936","Call of the Ancients","Together as One"
"2937","Superstition","Passive"
"2938","Ruthless","Passive"
"2939","Berserker Rage","Passive"
"2940","Rampage","Passive"
"2941","Ground Stomp","Wrenching Smash"
"2942","Call of the Ancients","The Council Rises"
"2943","Wrath of the Berserker","Insanity"
"2944","Furious Charge","Battering Ram"
"2945","Battle Rage","Bloodshed"
"2946","War Cry","Impunity"
"2947","Superstition","Passive"
"2948","Tough as Nails","Passive"
"2949","Rampage","Passive"
"2950","Berserker Rage","Passive"
"2951","Call of the Ancients","Together as One"
"2952","Whirlwind","Wind Shear"
"2953","Ignore Pain","Iron Hide"
"2954","Furious Charge","Dreadnought"
"2955","War Cry","Invigorate"
"2956","Wrath of the Berserker","Insanity"
"2957","Ruthless","Passive"
"2958","Brawler","Passive"
"2959","Bloodthirst","Passive"
"2960","Boon of Bul-Kathos","Passive"
"2961","Frenzy","Maniac"
"2962","Furious Charge","Battering Ram"
"2963","War Cry","Impunity"
"2964","Battle Rage","Marauder's Rage"
"2965","Call of the Ancients","The Council Rises"
"2966","Wrath of the Berserker","Insanity"
"2967","Ruthless","Passive"
"2968","Nerves of Steel","Passive"
"2969","Boon of Bul-Kathos","Passive"
"2970","Berserker Rage","Passive"
"2971","Frenzy","Maniac"
"2972","Wrath of the Berserker","Insanity"
"2973","Ignore Pain","Iron Hide"
"2974","Furious Charge","Battering Ram"
"2975","War Cry","Impunity"
"2976","Call of the Ancients","Together as One"
"2977","Ruthless","Passive"
"2978","Berserker Rage","Passive"
"2979","Nerves of Steel","Passive"
"2980","Weapons Master","Passive"
"2981","Call of the Ancients","The Council Rises"
"2982","Furious Charge","Battering Ram"
"2983","War Cry","Impunity"
"2984","Wrath of the Berserker","Insanity"
"2985","Ignore Pain","Iron Hide"
"2986","Battle Rage","Bloodshed"
"2987","Berserker Rage","Passive"
"2988","Tough as Nails","Passive"
"2989","Superstition","Passive"
"2990","Rampage","Passive"
"2991","Seismic Slam","Shattered Ground"
"2992","Leap","Call of Arreat"
"2993","War Cry","Impunity"
"2994","Ignore Pain","Iron Hide"
"2995","Battle Rage","Marauder's Rage"
"2996","Call of the Ancients","Together as One"
"2997","Ruthless","Passive"
"2998","Superstition","Passive"
"2999","Bloodthirst","Passive"
"3000","Earthen Might","Passive"
"3001","Hammer of the Ancients","Smash"
"3002","Furious Charge","Battering Ram"
"3003","Battle Rage","Into the Fray"
"3004","War Cry","Impunity"
"3005","Call of the Ancients","The Council Rises"
"3006","Wrath of the Berserker","Arreat's Wail"
"3007","Rampage","Passive"
"3008","Weapons Master","Passive"
"3009","Inspiring Presence","Passive"
"3010","Relentless","Passive"
"3011","Earthquake","Molten Fury"
"3012","Leap","Iron Impact"
"3013","Battle Rage","Marauder's Rage"
"3014","Wrath of the Berserker","Insanity"
"3015","War Cry","Impunity"
"3016","Call of the Ancients","Together as One"
"3017","Boon of Bul-Kathos","Passive"
"3018","Tough as Nails","Passive"
"3019","Rampage","Passive"
"3020","Berserker Rage","Passive"
"3021","Cleave","Rupture"
"3022","Battle Rage","Marauder's Rage"
"3023","Furious Charge","Battering Ram"
"3024","War Cry","Impunity"
"3025","Wrath of the Berserker","Insanity"
"3026","Earthquake","The Mountain's Call"
"3027","Nerves of Steel","Passive"
"3028","Superstition","Passive"
"3029","Boon of Bul-Kathos","Passive"
"3030","Tough as Nails","Passive"
"3031","Frenzy","Smite"
"3032","Whirlwind","Wind Shear"
"3033","War Cry","Impunity"
"3034","Call of the Ancients","Together as One"
"3035","Battle Rage","Bloodshed"
"3036","Wrath of the Berserker","Striding Giant"
"3037","Weapons Master","Passive"
"3038","Berserker Rage","Passive"
"3039","Superstition","Passive"
"3040","Tough as Nails","Passive"
"3041","Frenzy","Maniac"
"3042","Hammer of the Ancients","Call of the Ancients"
"3043","The Council Rises","War Cry"
"3044","Hardened Wrath","Ignore Pain"
"3045","Iron Hide","Wrath of the Berserker"
"3046","Insanity","Tough as Nails"
"3047","Superstition","Passive"
"3048","Boon of Bul-Kathos","Passive"
"3049","Rampage","Passive"
"3050",NA,"Passive"
"3051","Frenzy","Maniac"
"3052","Furious Charge","Battering Ram"
"3053","Ignore Pain","Iron Hide"
"3054","War Cry","Impunity"
"3055","Wrath of the Berserker","Insanity"
"3056","Call of the Ancients","The Council Rises"
"3057","Berserker Rage","Passive"
"3058","Superstition","Passive"
"3059","Tough as Nails","Passive"
"3060","Boon of Bul-Kathos","Passive"
"3061","Frenzy","Maniac"
"3062","Furious Charge","Battering Ram"
"3063","Call of the Ancients","The Council Rises"
"3064","War Cry","Impunity"
"3065","Battle Rage","Bloodshed"
"3066","Wrath of the Berserker","Insanity"
"3067","Tough as Nails","Passive"
"3068","Berserker Rage","Passive"
"3069","Relentless","Passive"
"3070","Rampage","Passive"
"3071","Frenzy","Maniac"
"3072","Furious Charge","Battering Ram"
"3073","Ignore Pain","Iron Hide"
"3074","Battle Rage","Into the Fray"
"3075","War Cry","Impunity"
"3076","Wrath of the Berserker","Insanity"
"3077","Relentless","Passive"
"3078","Rampage","Passive"
"3079","Superstition","Passive"
"3080","Berserker Rage","Passive"
"3081","Call of the Ancients","The Council Rises"
"3082","Wrath of the Berserker","Insanity"
"3083","Leap","Toppling Impact"
"3084","War Cry","Impunity"
"3085","Battle Rage","Marauder's Rage"
"3086","Threatening Shout","Grim Harvest"
"3087","Ruthless","Passive"
"3088","Weapons Master","Passive"
"3089","Berserker Rage","Passive"
"3090","Rampage","Passive"
"3091","Seismic Slam","Shattered Ground"
"3092","Furious Charge","Battering Ram"
"3093","War Cry","Impunity"
"3094","Battle Rage","Marauder's Rage"
"3095","Wrath of the Berserker","Insanity"
"3096","Call of the Ancients","The Council Rises"
"3097","Juggernaut","Passive"
"3098","Superstition","Passive"
"3099","Rampage","Passive"
"3100","Relentless","Passive"
"3101","Whirlwind","Blood Funnel"
"3102","Call of the Ancients","Ancients' Fury"
"3103","Overpower","Killing Spree"
"3104","Battle Rage","Bloodshed"
"3105","War Cry","Veteran's Warning"
"3106","Wrath of the Berserker","Insanity"
"3107","Nerves of Steel","Passive"
"3108","Weapons Master","Passive"
"3109","Superstition","Passive"
"3110","Bloodthirst","Passive"
"3111","Whirlwind","Volcanic Eruption"
"3112","Furious Charge","Battering Ram"
"3113","Ignore Pain","Iron Hide"
