"","Spell","Rune"
"8020","Superstition","Passive"
"8021","Frenzy","Maniac"
"8022","Whirlwind","Volcanic Eruption"
"8023","Call of the Ancients","The Council Rises"
"8024","Battle Rage","Marauder's Rage"
"8025","War Cry","Impunity"
"8026","Wrath of the Berserker","Insanity"
"8027","Nerves of Steel","Passive"
"8028","Tough as Nails","Passive"
"8029","Superstition","Passive"
"8030","Relentless","Passive"
"8031","Cleave","Scattering Blast"
"8032","Whirlwind","Dust Devils"
"8033","Ground Stomp","Wrenching Smash"
"8034","Threatening Shout","Demoralize"
"8035","War Cry","Impunity"
"8036","Battle Rage","Swords to Ploughshares"
"8037","Superstition","Passive"
"8038","Ruthless","Passive"
"8039","Brawler","Passive"
"8040","Juggernaut","Passive"
"8041","Frenzy","Maniac"
"8042","Whirlwind","Blood Funnel"
"8043","War Cry","Impunity"
"8044","Battle Rage","Bloodshed"
"8045","Furious Charge","Battering Ram"
"8046","Wrath of the Berserker","Insanity"
"8047","Boon of Bul-Kathos","Passive"
"8048","Ruthless","Passive"
"8049","Brawler","Passive"
"8050","Rampage","Passive"
"8051","Bash","Frostbite"
"8052","Leap","Call of Arreat"
"8053","Ignore Pain","Iron Hide"
"8054","Call of the Ancients","Together as One"
"8055","War Cry","Impunity"
"8056","Earthquake","Chilling Earth"
"8057","Nerves of Steel","Passive"
"8058","Relentless","Passive"
"8059","Tough as Nails","Passive"
"8060","Weapons Master","Passive"
"8061","Weapon Throw","Ricochet"
"8062","Ancient Spear","Jagged Edge"
"8063","Battle Rage","Swords to Ploughshares"
"8064","War Cry","Impunity"
"8065","Call of the Ancients","The Council Rises"
"8066","Leap","Death from Above"
"8067","Bloodthirst","Passive"
"8068","Animosity","Passive"
"8069","Rampage","Passive"
"8070","Superstition","Passive"
"8071","Frenzy","Smite"
"8072","Whirlwind","Wind Shear"
"8073","Leap","Call of Arreat"
"8074","Earthquake","Chilling Earth"
"8075","War Cry","Invigorate"
"8076","Call of the Ancients","Together as One"
"8077","Relentless","Passive"
"8078","Inspiring Presence","Passive"
"8079","Juggernaut","Passive"
"8080","Superstition","Passive"
"8081","Call of the Ancients","Together as One"
"8082","Whirlwind","Wind Shear"
"8083","Wrath of the Berserker","Insanity"
"8084","Ignore Pain","Iron Hide"
"8085","Battle Rage","Bloodshed"
"8086","War Cry","Impunity"
"8087","Unforgiving","Passive"
"8088","Bloodthirst","Passive"
"8089","Ruthless","Passive"
"8090","Nerves of Steel","Passive"
"8091","Call of the Ancients","The Council Rises"
"8092","Leap","Call of Arreat"
"8093","Ground Stomp","Deafening Crash"
"8094","War Cry","Impunity"
"8095","Battle Rage","Marauder's Rage"
"8096","Ignore Pain","Bravado"
"8097","Nerves of Steel","Passive"
"8098","Relentless","Passive"
"8099","Tough as Nails","Passive"
"8100","Berserker Rage","Passive"
"8101","Frenzy","Smite"
"8102","Furious Charge","Dreadnought"
"8103","Ignore Pain","Contempt for Weakness"
"8104","Ground Stomp","Wrenching Smash"
"8105","Sprint","Marathon"
"8106","War Cry","Impunity"
"8107","Nerves of Steel","Passive"
"8108","Superstition","Passive"
"8109","Juggernaut","Passive"
"8110","Relentless","Passive"
"8111","Furious Charge","Dreadnought"
"8112","Ground Stomp","Wrenching Smash"
"8113","Call of the Ancients","Together as One"
"8114","Wrath of the Berserker","Insanity"
"8115","War Cry","Impunity"
"8116","Battle Rage","Bloodshed"
"8117","Ruthless","Passive"
"8118","Superstition","Passive"
"8119","Rampage","Passive"
"8120","Berserker Rage","Passive"
"8121","Frenzy","Maniac"
"8122","Furious Charge","Cold Rush"
"8123","War Cry","Impunity"
"8124","Wrath of the Berserker","Insanity"
"8125","Battle Rage","Bloodshed"
"8126","Call of the Ancients","The Council Rises"
"8127","Weapons Master","Passive"
"8128","Boon of Bul-Kathos","Passive"
"8129","Berserker Rage","Passive"
"8130","Rampage","Passive"
"8131","Frenzy","Maniac"
"8132","Whirlwind","Wind Shear"
"8133","Wrath of the Berserker","Insanity"
"8134","War Cry","Impunity"
"8135","Leap","Call of Arreat"
"8136","Earthquake","Molten Fury"
"8137","Nerves of Steel","Passive"
"8138","Bloodthirst","Passive"
"8139","Tough as Nails","Passive"
"8140","Boon of Bul-Kathos","Passive"
"8141","Call of the Ancients","Together as One"
"8142","Whirlwind","Wind Shear"
"8143","War Cry","Impunity"
"8144","Threatening Shout","Grim Harvest"
"8145","Overpower","Killing Spree"
"8146","Battle Rage","Marauder's Rage"
"8147","Ruthless","Passive"
"8148","Inspiring Presence","Passive"
"8149","Berserker Rage","Passive"
"8150","Superstition","Passive"
"8151","Frenzy","Smite"
"8152","Whirlwind","Wind Shear"
"8153","Wrath of the Berserker","Insanity"
"8154","War Cry","Impunity"
"8155","Battle Rage","Bloodshed"
"8156","Call of the Ancients","Together as One"
"8157","Rampage","Passive"
"8158","Berserker Rage","Passive"
"8159","Superstition","Passive"
"8160","Juggernaut","Passive"
"8161","Hammer of the Ancients","Smash"
"8162","Sprint","Marathon"
"8163","War Cry","Impunity"
"8164","Furious Charge","Battering Ram"
"8165","Battle Rage","Bloodshed"
"8166","Call of the Ancients","Together as One"
"8167","Weapons Master","Passive"
"8168","Earthen Might","Passive"
"8169","Unforgiving","Passive"
"8170","Rampage","Passive"
"8171","Frenzy","Maniac"
"8172","War Cry","Impunity"
"8173","Wrath of the Berserker","Insanity"
"8174","Whirlwind","Wind Shear"
"8175","Battle Rage","Marauder's Rage"
"8176","Call of the Ancients","Together as One"
"8177","Weapons Master","Passive"
"8178","Rampage","Passive"
"8179","Berserker Rage","Passive"
"8180","Inspiring Presence","Passive"
"8181","Frenzy","Maniac"
"8182","Whirlwind","Volcanic Eruption"
"8183","War Cry","Impunity"
"8184","Call of the Ancients","The Council Rises"
"8185","Wrath of the Berserker","Arreat's Wail"
"8186","Furious Charge","Dreadnought"
"8187","Nerves of Steel","Passive"
"8188","Inspiring Presence","Passive"
"8189","Superstition","Passive"
"8190","Tough as Nails","Passive"
"8191","Seismic Slam","Permafrost"
"8192","Furious Charge","Call of the Ancients"
"8193","Together as One","Wrath of the Berserker"
"8194","Insanity","War Cry"
"8195","Impunity","Battle Rage"
"8196","Marauder's Rage","Nerves of Steel"
"8197","Tough as Nails","Passive"
"8198","Unforgiving","Passive"
"8199","Rampage","Passive"
"8200",NA,"Passive"
"8201","Whirlwind","Wind Shear"
"8202","Furious Charge","Merciless Assault"
"8203","Ignore Pain","Ignorance is Bliss"
"8204","Wrath of the Berserker","Insanity"
"8205","Battle Rage","Marauder's Rage"
"8206","Call of the Ancients","The Council Rises"
"8207","Unforgiving","Passive"
"8208","Boon of Bul-Kathos","Passive"
"8209","Berserker Rage","Passive"
"8210","Rampage","Passive"
"8211","Frenzy","Smite"
"8212","Whirlwind","Wind Shear"
"8213","Wrath of the Berserker","Striding Giant"
"8214","Battle Rage","Marauder's Rage"
"8215","War Cry","Impunity"
"8216","Call of the Ancients","The Council Rises"
"8217","Nerves of Steel","Passive"
"8218","Bloodthirst","Passive"
"8219","Tough as Nails","Passive"
"8220","Boon of Bul-Kathos","Passive"
"8221","Frenzy","Maniac"
"8222","Ignore Pain","Contempt for Weakness"
"8223","Furious Charge","Battering Ram"
"8224","War Cry","Impunity"
"8225","Battle Rage","Bloodshed"
"8226","Call of the Ancients","Together as One"
"8227","Superstition","Passive"
"8228","Ruthless","Passive"
"8229","Berserker Rage","Passive"
"8230","Rampage","Passive"
"8231",NA,NA
"8232",NA,NA
"8233",NA,NA
"8234",NA,NA
"8235",NA,NA
"8236",NA,NA
"8237",NA,NA
"8238",NA,NA
"8239",NA,NA
"8240",NA,NA
"8241","Whirlwind","Wind Shear"
"8242","Call of the Ancients","Together as One"
"8243","War Cry","Impunity"
"8244","Threatening Shout","Grim Harvest"
"8245","Overpower","Killing Spree"
"8246","Battle Rage","Bloodshed"
"8247","Berserker Rage","Passive"
"8248","Unforgiving","Passive"
"8249","Rampage","Passive"
"8250","Inspiring Presence","Passive"
"8251","Frenzy","Smite"
"8252","Furious Charge","Battering Ram"
"8253","Battle Rage","Bloodshed"
"8254","Ignore Pain","Iron Hide"
"8255","War Cry","Impunity"
"8256","Call of the Ancients","Together as One"
"8257","Ruthless","Passive"
"8258","Nerves of Steel","Passive"
"8259","Berserker Rage","Passive"
"8260","Rampage","Passive"
"8261","Frenzy","Maniac"
"8262","Wrath of the Berserker","Insanity"
"8263","Ignore Pain","Ignorance is Bliss"
"8264","Furious Charge","Merciless Assault"
"8265","Battle Rage","Bloodshed"
"8266","War Cry","Impunity"
"8267","Ruthless","Passive"
"8268","Berserker Rage","Passive"
"8269","Rampage","Passive"
"8270","Superstition","Passive"
"8271","Call of the Ancients","Together as One"
"8272","Whirlwind","Wind Shear"
"8273","Battle Rage","Marauder's Rage"
"8274","Wrath of the Berserker","Insanity"
"8275","Overpower","Killing Spree"
"8276","War Cry","Impunity"
"8277","Unforgiving","Passive"
"8278","Superstition","Passive"
"8279","Tough as Nails","Passive"
"8280","Rampage","Passive"
"8281","Seismic Slam","Permafrost"
"8282","Earthquake","Chilling Earth"
"8283","Ignore Pain","Contempt for Weakness"
"8284","Leap","Call of Arreat"
"8285","Call of the Ancients","Together as One"
"8286","War Cry","Veteran's Warning"
"8287","Bloodthirst","Passive"
"8288","Boon of Bul-Kathos","Passive"
"8289","Earthen Might","Passive"
"8290","Superstition","Passive"
"8291","Whirlwind","Dust Devils"
"8292","Sprint","Run Like the Wind"
"8293","War Cry","Impunity"
"8294","Battle Rage","Into the Fray"
"8295","Wrath of the Berserker","Insanity"
"8296","Call of the Ancients","Ancients' Fury"
"8297","Superstition","Passive"
"8298","Weapons Master","Passive"
"8299","Juggernaut","Passive"
"8300","Tough as Nails","Passive"
"8301","Bash",NA
"8302",NA,NA
"8303",NA,NA
"8304",NA,NA
"8305",NA,NA
"8306",NA,NA
"8307",NA,"Passive"
"8308",NA,"Passive"
"8309",NA,"Passive"
"8310",NA,"Passive"
"8311","Bash",NA
"8312",NA,NA
"8313",NA,NA
"8314",NA,NA
"8315",NA,NA
"8316",NA,NA
"8317",NA,"Passive"
"8318",NA,"Passive"
"8319",NA,"Passive"
"8320",NA,"Passive"
"8321","Bash",NA
"8322",NA,NA
"8323",NA,NA
"8324",NA,NA
"8325",NA,NA
"8326",NA,NA
"8327",NA,"Passive"
"8328",NA,"Passive"
"8329",NA,"Passive"
"8330",NA,"Passive"
"8331","Frenzy","Maniac"
"8332","Call of the Ancients","The Council Rises"
"8333","Wrath of the Berserker","Striding Giant"
"8334","Leap","Iron Impact"
"8335","Earthquake","Molten Fury"
"8336","War Cry","Impunity"
"8337","Superstition","Passive"
"8338","Bloodthirst","Passive"
"8339","Tough as Nails","Passive"
"8340","Relentless","Passive"
"8341","Frenzy","Maniac"
"8342","Whirlwind","Blood Funnel"
"8343","Leap","Death from Above"
"8344","Furious Charge","Battering Ram"
"8345","Battle Rage","Into the Fray"
"8346","Call of the Ancients","Together as One"
"8347","Berserker Rage","Passive"
"8348","Juggernaut","Passive"
"8349","Superstition","Passive"
"8350","Rampage","Passive"
"8351","Frenzy","Maniac"
"8352","Furious Charge","Battering Ram"
"8353","Wrath of the Berserker","Insanity"
"8354","Call of the Ancients","The Council Rises"
"8355","Battle Rage","Marauder's Rage"
"8356","War Cry","Impunity"
"8357","Superstition","Passive"
"8358","Boon of Bul-Kathos","Passive"
"8359","Inspiring Presence","Passive"
"8360","Relentless","Passive"
"8361","Frenzy","Maniac"
"8362","Wrath of the Berserker","Insanity"
"8363","Call of the Ancients","The Council Rises"
"8364","Ignore Pain","Bravado"
"8365","Furious Charge","Battering Ram"
"8366","War Cry","Hardened Wrath"
"8367","Nerves of Steel","Passive"
"8368","Relentless","Passive"
"8369","Superstition","Passive"
"8370","Weapons Master","Passive"
"8371","Earthquake","Chilling Earth"
"8372","Leap","Call of Arreat"
"8373","War Cry","Impunity"
"8374","Battle Rage","Marauder's Rage"
"8375","Wrath of the Berserker","Striding Giant"
"8376","Call of the Ancients","Together as One"
"8377","Superstition","Passive"
"8378","Berserker Rage","Passive"
"8379","Boon of Bul-Kathos","Passive"
"8380","Rampage","Passive"
"8381","Frenzy","Smite"
"8382","Whirlwind","Wind Shear"
"8383","Call of the Ancients","Together as One"
"8384","Wrath of the Berserker","Insanity"
"8385","War Cry","Impunity"
"8386","Battle Rage","Swords to Ploughshares"
"8387","Berserker Rage","Passive"
"8388","Tough as Nails","Passive"
"8389","Superstition","Passive"
"8390","Nerves of Steel","Passive"
"8391","Frenzy","Smite"
"8392","Whirlwind","Wind Shear"
"8393","Leap","Iron Impact"
"8394","Call of the Ancients","Together as One"
"8395","War Cry","Impunity"
"8396","Battle Rage","Marauder's Rage"
"8397","Inspiring Presence","Passive"
"8398","Nerves of Steel","Passive"
"8399","Superstition","Passive"
"8400","Berserker Rage","Passive"
"8401","Frenzy","Maniac"
"8402","Call of the Ancients","The Council Rises"
"8403","Wrath of the Berserker","Striding Giant"
"8404","Furious Charge","Battering Ram"
"8405","Battle Rage","Bloodshed"
"8406","War Cry","Impunity"
"8407","Weapons Master","Passive"
"8408","Berserker Rage","Passive"
"8409","Superstition","Passive"
"8410","Rampage","Passive"
"8411","Frenzy","Maniac"
"8412","Leap","Death from Above"
"8413","Earthquake","Molten Fury"
"8414","Call of the Ancients","Together as One"
"8415","War Cry","Invigorate"
"8416","Battle Rage","Marauder's Rage"
"8417","Rampage","Passive"
"8418","Tough as Nails","Passive"
"8419","Relentless","Passive"
"8420","Berserker Rage","Passive"
"8421",NA,NA
"8422",NA,NA
"8423",NA,NA
"8424",NA,NA
"8425",NA,NA
"8426",NA,NA
"8427",NA,NA
"8428",NA,NA
"8429",NA,NA
"8430",NA,NA
"8431",NA,NA
"8432",NA,NA
"8433",NA,NA
"8434",NA,NA
"8435",NA,NA
"8436",NA,NA
"8437",NA,NA
"8438",NA,NA
"8439",NA,NA
"8440",NA,NA
"8441","Frenzy","Maniac"
"8442","Whirlwind","Volcanic Eruption"
"8443","War Cry","Invigorate"
"8444","Earthquake","Chilling Earth"
"8445","Leap","Toppling Impact"
"8446","Wrath of the Berserker","Thrive on Chaos"
"8447","Rampage","Passive"
"8448","Relentless","Passive"
"8449","Superstition","Passive"
"8450","Weapons Master","Passive"
"8451","Frenzy","Smite"
"8452","Battle Rage","Bloodshed"
"8453","Furious Charge","Dreadnought"
"8454","Ignore Pain","Contempt for Weakness"
"8455","War Cry","Impunity"
"8456","Wrath of the Berserker","Insanity"
"8457","Berserker Rage","Passive"
"8458","Tough as Nails","Passive"
"8459","Superstition","Passive"
"8460","Relentless","Passive"
"8461","Whirlwind","Wind Shear"
"8462","Rend","Lacerate"
"8463","Call of the Ancients","Together as One"
"8464","War Cry","Impunity"
"8465","Battle Rage","Marauder's Rage"
"8466","Wrath of the Berserker","Insanity"
"8467","Unforgiving","Passive"
"8468","Nerves of Steel","Passive"
"8469","Berserker Rage","Passive"
"8470","Inspiring Presence","Passive"
"8471","Furious Charge","Dreadnought"
"8472","Leap","Launch"
"8473","Frenzy","Maniac"
"8474","Ignore Pain","Iron Hide"
"8475","Battle Rage","Marauder's Rage"
"8476","Call of the Ancients","Together as One"
"8477","Tough as Nails","Passive"
"8478","Juggernaut","Passive"
"8479","Berserker Rage","Passive"
"8480","Rampage","Passive"
"8481","Frenzy","Maniac"
"8482","Furious Charge","Dreadnought"
"8483","Wrath of the Berserker","Striding Giant"
"8484","Sprint","Marathon"
"8485","War Cry","Charge!"
"8486","Earthquake","Molten Fury"
"8487","Weapons Master","Passive"
"8488","Rampage","Passive"
"8489","Brawler","Passive"
"8490","Unforgiving","Passive"
"8491","Hammer of the Ancients","Smash"
"8492","Leap","Iron Impact"
"8493","War Cry","Charge!"
"8494","Earthquake","Molten Fury"
"8495","Sprint","Forced March"
"8496","Wrath of the Berserker","Striding Giant"
"8497","Superstition","Passive"
"8498","Rampage","Passive"
"8499","Bloodthirst","Passive"
"8500","Brawler","Passive"
"8501","Frenzy","Maniac"
"8502","Furious Charge","Battering Ram"
"8503","Call of the Ancients","The Council Rises"
"8504","War Cry","Impunity"
"8505","Battle Rage","Marauder's Rage"
"8506","Wrath of the Berserker","Insanity"
"8507","Ruthless","Passive"
"8508","Nerves of Steel","Passive"
"8509","Superstition","Passive"
"8510","Tough as Nails","Passive"
"8511","Frenzy","Smite"
"8512","Whirlwind","Wind Shear"
"8513","Call of the Ancients","Together as One"
"8514","Battle Rage","Into the Fray"
"8515","War Cry","Impunity"
"8516","Wrath of the Berserker","Insanity"
"8517","Weapons Master","Passive"
"8518","Berserker Rage","Passive"
"8519","Rampage","Passive"
"8520","Superstition","Passive"
"8521","Whirlwind","Wind Shear"
"8522","Leap","Call of Arreat"
"8523","Battle Rage","Marauder's Rage"
"8524","Call of the Ancients","Together as One"
"8525","Earthquake","Chilling Earth"
"8526","Wrath of the Berserker","Insanity"
"8527","Superstition","Passive"
"8528","Inspiring Presence","Passive"
"8529","Berserker Rage","Passive"
"8530","Unforgiving","Passive"
"8531","Cleave","Broad Sweep"
"8532","Hammer of the Ancients","Smash"
"8533","Battle Rage","Marauder's Rage"
"8534","War Cry","Invigorate"
"8535","Call of the Ancients","The Council Rises"
"8536","Wrath of the Berserker","Insanity"
"8537","Weapons Master","Passive"
"8538","Unforgiving","Passive"
"8539","Superstition","Passive"
"8540","Nerves of Steel","Passive"
"8541","Bash","Pulverize"
"8542","Call of the Ancients","The Council Rises"
"8543","Furious Charge","Battering Ram"
"8544","Revenge","Retribution"
"8545","War Cry","Impunity"
"8546","Wrath of the Berserker","Insanity"
"8547","Unforgiving","Passive"
"8548","Nerves of Steel","Passive"
"8549","Tough as Nails","Passive"
"8550","Berserker Rage","Passive"
"8551","Seismic Slam","Shattered Ground"
"8552","Battle Rage","Marauder's Rage"
"8553","Furious Charge","Merciless Assault"
"8554","Leap","Death from Above"
"8555","War Cry","Impunity"
"8556","Ignore Pain","Iron Hide"
"8557","Superstition","Passive"
"8558","Rampage","Passive"
"8559","Unforgiving","Passive"
"8560","Bloodthirst","Passive"
"8561","Frenzy","Maniac"
"8562","Furious Charge","Merciless Assault"
"8563","Ignore Pain","Contempt for Weakness"
"8564","War Cry","Impunity"
"8565","Wrath of the Berserker","Insanity"
"8566","Call of the Ancients","The Council Rises"
"8567","Relentless","Passive"
"8568","Berserker Rage","Passive"
"8569","Tough as Nails","Passive"
"8570","Brawler","Passive"
"8571","Whirlwind","Wind Shear"
"8572","Overpower","Killing Spree"
"8573","Call of the Ancients","Together as One"
"8574","Battle Rage","Bloodshed"
"8575","War Cry","Impunity"
"8576","Threatening Shout","Grim Harvest"
"8577","Berserker Rage","Passive"
"8578","Inspiring Presence","Passive"
"8579","Weapons Master","Passive"
"8580","Rampage","Passive"
"8581","Call of the Ancients","Ancients' Fury"
"8582","Whirlwind","Dust Devils"
"8583","War Cry","Invigorate"
"8584","Sprint","Run Like the Wind"
"8585","Battle Rage","Bloodshed"
"8586","Wrath of the Berserker","Insanity"
"8587","Berserker Rage","Passive"
"8588","Brawler","Passive"
"8589","Ruthless","Passive"
"8590","Rampage","Passive"
"8591","Call of the Ancients","The Council Rises"
"8592","War Cry","Impunity"
"8593","Furious Charge","Battering Ram"
"8594","Ignore Pain","Iron Hide"
"8595","Wrath of the Berserker","Insanity"
"8596","Battle Rage","Bloodshed"
"8597","Tough as Nails","Passive"
"8598","Berserker Rage","Passive"
"8599","Boon of Bul-Kathos","Passive"
"8600","Superstition","Passive"
"8601","Call of the Ancients","The Council Rises"
"8602","Whirlwind","Volcanic Eruption"
"8603","Wrath of the Berserker","Insanity"
"8604","Battle Rage","Bloodshed"
"8605","Furious Charge","Battering Ram"
"8606","War Cry","Impunity"
"8607","Weapons Master","Passive"
"8608","Rampage","Passive"
"8609","Superstition","Passive"
"8610","Boon of Bul-Kathos","Passive"
"8611","Frenzy","Maniac"
"8612","Hammer of the Ancients","Smash"
"8613","Furious Charge","Battering Ram"
"8614","War Cry","Impunity"
"8615","Battle Rage","Marauder's Rage"
"8616","Call of the Ancients","Together as One"
"8617","Tough as Nails","Passive"
"8618","Rampage","Passive"
"8619","Superstition","Passive"
"8620","Relentless","Passive"
"8621","Frenzy","Maniac"
"8622","Whirlwind","Volcanic Eruption"
"8623","Ignore Pain","Contempt for Weakness"
"8624","Furious Charge","Merciless Assault"
"8625","War Cry","Impunity"
"8626","Call of the Ancients","The Council Rises"
"8627","Superstition","Passive"
"8628","Rampage","Passive"
"8629","Relentless","Passive"
"8630","Tough as Nails","Passive"
"8631","Furious Charge","Merciless Assault"
"8632","Battle Rage","Marauder's Rage"
"8633","Ignore Pain","Iron Hide"
"8634","Wrath of the Berserker","Insanity"
"8635","War Cry","Impunity"
"8636","Call of the Ancients","The Council Rises"
"8637","Brawler","Passive"
"8638","Rampage","Passive"
"8639","Tough as Nails","Passive"
"8640","Berserker Rage","Passive"
"8641",NA,NA
"8642",NA,NA
"8643",NA,NA
"8644",NA,NA
"8645",NA,NA
"8646",NA,NA
"8647",NA,NA
"8648",NA,NA
"8649",NA,NA
"8650",NA,NA
"8651","Call of the Ancients","Together as One"
"8652","Leap","Call of Arreat"
"8653","Whirlwind","Hurricane"
"8654","Earthquake","Chilling Earth"
"8655","Battle Rage","Bloodshed"
"8656","War Cry","Impunity"
"8657","Weapons Master","Passive"
"8658","Relentless","Passive"
"8659","Superstition","Passive"
"8660","Inspiring Presence","Passive"
"8661","Frenzy","Sidearm"
"8662","Furious Charge","Battering Ram"
"8663","War Cry","Invigorate"
"8664","Battle Rage","Bloodshed"
"8665","Wrath of the Berserker","Insanity"
"8666","Whirlwind","Wind Shear"
"8667","Ruthless","Passive"
"8668","Tough as Nails","Passive"
"8669","Superstition","Passive"
"8670",NA,"Passive"
"8671","Bash","Punish"
"8672","Rend","Bloodbath"
"8673","Sprint","Run Like the Wind"
"8674","Battle Rage","Into the Fray"
"8675","War Cry","Impunity"
"8676","Leap","Call of Arreat"
"8677","Rampage","Passive"
"8678","Brawler","Passive"
"8679","Weapons Master","Passive"
"8680","Superstition","Passive"
"8681","Frenzy","Maniac"
"8682","Furious Charge","Battering Ram"
"8683","Battle Rage","Marauder's Rage"
"8684","War Cry","Impunity"
"8685","Ignore Pain","Iron Hide"
"8686","Call of the Ancients","Together as One"
"8687","Superstition","Passive"
"8688","Nerves of Steel","Passive"
"8689","Tough as Nails","Passive"
"8690","Berserker Rage","Passive"
"8691","Call of the Ancients","Together as One"
"8692","Furious Charge","Dreadnought"
"8693","Wrath of the Berserker","Insanity"
"8694","Battle Rage","Marauder's Rage"
"8695","Ground Stomp","Wrenching Smash"
"8696","War Cry","Impunity"
"8697","Berserker Rage","Passive"
"8698","Superstition","Passive"
"8699","Inspiring Presence","Passive"
"8700","Brawler","Passive"
"8701","Whirlwind","Dust Devils"
"8702","Furious Charge","Battering Ram"
"8703","Wrath of the Berserker","Thrive on Chaos"
"8704","Call of the Ancients","Together as One"
"8705","Battle Rage","Into the Fray"
"8706","War Cry","Impunity"
"8707","Superstition","Passive"
"8708","Weapons Master","Passive"
"8709","Brawler","Passive"
"8710","Inspiring Presence","Passive"
"8711","Frenzy","Smite"
"8712","Whirlwind","Wind Shear"
"8713","Leap","Iron Impact"
"8714","War Cry","Impunity"
"8715","Battle Rage","Bloodshed"
"8716","Call of the Ancients","Together as One"
"8717","Superstition","Passive"
"8718","Berserker Rage","Passive"
"8719","Inspiring Presence","Passive"
"8720","Bloodthirst","Passive"
"8721","Frenzy","Maniac"
"8722","Furious Charge","Battering Ram"
"8723","Call of the Ancients","The Council Rises"
"8724","War Cry","Impunity"
"8725","Sprint","Marathon"
"8726","Wrath of the Berserker","Insanity"
"8727","Berserker Rage","Passive"
"8728","Ruthless","Passive"
"8729","Rampage","Passive"
"8730","Superstition","Passive"
"8731","Frenzy","Smite"
"8732","Whirlwind","Wind Shear"
"8733","Call of the Ancients","The Council Rises"
"8734","Overpower","Killing Spree"
"8735","Battle Rage","Into the Fray"
"8736","War Cry","Impunity"
"8737","Relentless","Passive"
"8738","Weapons Master","Passive"
"8739","Superstition","Passive"
"8740","Ruthless","Passive"
"8741","Bash",NA
"8742",NA,NA
"8743",NA,NA
"8744",NA,NA
"8745",NA,NA
"8746",NA,NA
"8747",NA,"Passive"
"8748",NA,"Passive"
"8749",NA,"Passive"
"8750",NA,"Passive"
"8751","Whirlwind","Blood Funnel"
"8752","Call of the Ancients","Together as One"
"8753","War Cry","Impunity"
"8754","Battle Rage","Marauder's Rage"
"8755","Leap","Call of Arreat"
"8756","Earthquake","Molten Fury"
"8757","Earthen Might","Passive"
"8758","Boon of Bul-Kathos","Passive"
"8759","Superstition","Passive"
"8760","Relentless","Passive"
"8761","Frenzy","Smite"
"8762","Whirlwind","Wind Shear"
"8763","Ground Stomp","Wrenching Smash"
"8764","War Cry","Impunity"
"8765","Battle Rage","Into the Fray"
"8766","Wrath of the Berserker","Insanity"
"8767","Weapons Master","Passive"
"8768","Rampage","Passive"
"8769","Berserker Rage","Passive"
"8770","Relentless","Passive"
"8771","Frenzy","Smite"
"8772","Whirlwind","Wind Shear"
"8773","War Cry","Impunity"
"8774","Battle Rage","Into the Fray"
"8775","Wrath of the Berserker","Insanity"
"8776","Call of the Ancients","Together as One"
"8777","Tough as Nails","Passive"
"8778","Superstition","Passive"
"8779","Nerves of Steel","Passive"
"8780","Ruthless","Passive"
"8781","Leap","Death from Above"
"8782","Whirlwind","Volcanic Eruption"
"8783","Battle Rage","Marauder's Rage"
"8784","War Cry","Impunity"
"8785","Wrath of the Berserker","Striding Giant"
"8786","Call of the Ancients","The Council Rises"
"8787","Brawler","Passive"
"8788","Relentless","Passive"
"8789","Superstition","Passive"
"8790","Earthen Might","Passive"
"8791","Whirlwind","Wind Shear"
"8792","Furious Charge","Dreadnought"
"8793","Call of the Ancients","Together as One"
"8794","War Cry","Impunity"
"8795","Battle Rage","Bloodshed"
"8796","Wrath of the Berserker","Insanity"
"8797","Berserker Rage","Passive"
"8798","Relentless","Passive"
"8799","Boon of Bul-Kathos","Passive"
"8800","Rampage","Passive"
"8801","Furious Charge","Battering Ram"
"8802","Whirlwind","Volcanic Eruption"
"8803","Sprint","Run Like the Wind"
"8804","Battle Rage","Marauder's Rage"
"8805","Call of the Ancients","Together as One"
"8806","War Cry","Impunity"
"8807","Unforgiving","Passive"
"8808","Superstition","Passive"
"8809","Brawler","Passive"
"8810","Rampage","Passive"
"8811","Call of the Ancients","Together as One"
"8812","Whirlwind","Volcanic Eruption"
"8813","Furious Charge","Battering Ram"
"8814","War Cry","Impunity"
"8815","Battle Rage","Bloodshed"
"8816","Wrath of the Berserker","Insanity"
"8817","Weapons Master","Passive"
"8818","Relentless","Passive"
"8819","Nerves of Steel","Passive"
"8820","Rampage","Passive"
"8821",NA,NA
"8822",NA,NA
"8823",NA,NA
"8824",NA,NA
"8825",NA,NA
"8826",NA,NA
"8827",NA,NA
"8828",NA,NA
"8829",NA,NA
"8830",NA,NA
"8831","Frenzy","Maniac"
"8832","Furious Charge","Battering Ram"
"8833","Call of the Ancients","The Council Rises"
"8834","War Cry","Impunity"
"8835","Wrath of the Berserker","Arreat's Wail"
"8836","Battle Rage","Marauder's Rage"
"8837","Weapons Master","Passive"
"8838","Nerves of Steel","Passive"
"8839","Superstition","Passive"
"8840","Rampage","Passive"
"8841","Frenzy","Smite"
"8842","Overpower","Killing Spree"
"8843","Leap","Death from Above"
"8844","War Cry","Impunity"
"8845","Ignore Pain","Contempt for Weakness"
"8846","Call of the Ancients","Together as One"
"8847","Berserker Rage","Passive"
"8848","Rampage","Passive"
"8849","Superstition","Passive"
"8850","Weapons Master","Passive"
"8851","Call of the Ancients","The Council Rises"
"8852","Furious Charge","Stamina"
"8853","Sprint","Marathon"
"8854","War Cry","Impunity"
